0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001708,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.0017,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,0.00173,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,1.138333333,0.00176,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,1.138333333,1.321666667,0.00179,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,1.138333333,1.321666667,1.48,0.00182,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,1.138333333,1.321666667,1.48,1.96,0.001792,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,1.138333333,1.321666667,1.48,1.96,1.94,0.001764,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,1.138333333,1.321666667,1.48,1.96,1.94,0.97,0.001736,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,1.138333333,1.321666667,1.48,1.96,1.94,0.97,0.646666667,0.001708,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,1.138333333,1.321666667,1.48,1.96,1.94,0.97,0.646666667,0.808333333,0.00168,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,1.138333333,1.321666667,1.48,1.96,1.94,0.97,0.646666667,0.808333333,1.455,0.002568,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,1.138333333,1.321666667,1.48,1.96,1.94,0.97,0.646666667,0.808333333,1.455,1.94,0.003456,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,1.138333333,1.321666667,1.48,1.96,1.94,0.97,0.646666667,0.808333333,1.455,1.94,0.646666667,0.004344,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,1.138333333,1.321666667,1.48,1.96,1.94,0.97,0.646666667,0.808333333,1.455,1.94,0.646666667,0.323333333,0.005232,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323333333,0.646666667,1.138333333,1.321666667,1.48,1.96,1.94,0.97,0.646666667,0.808333333,1.455,1.94,0.646666667,0.323333333,0,0.00612,0
